user_id	tweet_id	text	label
4753735634	6.963579486714143e+17	"RT @CorOfTheSUN: ""Gonna have a Funky Good Time!"" Happy Sunday! (((((((Super Funky Sunshine hugs from the Mothership!))))))) #World https://…"	0.0
328311534	8.003322432730112e+17	((((( TYSON MUDA )))))	0.0
328311534	8.009297698438922e+17	((((( BEDA ORMAS )))))	0.0
379968565	7.300987813630239e+17	"(((((((((( PUBLIC ADVISORY )))))))))
Don't wait till Last Minute !
WETRUSH EARLY BIRDS 󾌧
$800
FREE WETRUSH... https://t.co/vvIY59dAP3"	0.0
2387044062	7.427460465147904e+17	Download HouseAlpha(((Lendoda)))###Prod.Dj KSB.mp3 https://t.co/N2kSWdQpqT	0.0
4135943603	7.452580447082947e+17	(((Echoes))), exposed: The secret symbol neo-Nazis use to target Jews online https://t.co/DuvBwjLqSY via @Mic	2.0
709409022173032448	7.465194950915645e+17	RT @prog_jews: Remember the (((Coincidence Detector)))? We've made it the 卐卐卐Nazi Detector卐卐卐. https://t.co/ThAfCnyyAb https://t.co/a0cGI1C…	1.0
709409022173032448	7.381793429671772e+17	RT @micnews: (((Echoes))), exposed: there is a secret symbol neo-Nazis use to target Jews online https://t.co/wO8jSLN5Me https://t.co/KpNre…	1.0
3125349737	7.855839800913633e+17	(((Mach Vee))) @djmachv: Back into the wonderful world of #saga #IM4GECOMICS https://t.co/o2BzaDEOFX https://t.co/XFM7RcuIvJ #imagecomics https://t.co/RlYtYfzgLn	0.0
26944835	8.018251543051715e+17	Big ((((hugs)))) to everyone who has a difficult time during the holiday whether you are alone or having to navigate family https://t.co/4zvs0OGDli	0.0
26944835	7.660404350766735e+17	I'd hit up @industrybyrick but I already read how busy he is this week (((hugs))) you do so much for our industry.	0.0
786495164	7.463433793452851e+17	RT @julius_juma: #Np niwe ndiwe by @mwangaBand some music r sweet wen it on (((((((volume+))))))) @jillojamwaka @hopeonair	0.0
574690173	7.392031894135767e+17	Nazis are starting to identify Jews with (((tepper13))).  I encourage everyone to use this and show these morons they can't win for losing.	2.0
192562771	6.537719681735025e+17	Ya Aloooooh lucuuuuu (((((( ˚艸˚)))	0.0
192562771	7.340607838316462e+17	"""@essie: hey nailistas! follow us on snapchat essielovesnaps for bhind the scenes at YouTube for the essies nail art awards"" (((nailistas)))"	0.0
542573576	6.804424445304668e+17	"Merry Christmas!!! ((((hugs)))) @(^_^)@
Wishing you all a wonderful day! #MerryChristmas 
🎅🎅🎅🎅🎁🎁🎁🎁🐒🐒🐒🐒 https://t.co/sxEL644xAR"	0.0
542573576	7.278785389683384e+17	"RT @thefourmonkeys: Good morning/afternoon, tweethearts! @(^_^)@ (((hugs)))
Have a great day! :D xx
#MayThe4thBeWithYou #StarWars #Smile ht…"	0.0
2694559777	7.084877581138412e+17	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/awMkpFQMty )))	0.0
1972932108	7.788253767346872e+17	y'all tried af of this but Idc here's some (((better))) tumbling videos from tonight ☺️ https://t.co/vbQeR6n9JF	0.0
1972932108	7.483154011681341e+17	RFT (((that's hella why I emphasized the sideline part in my tweet)))  https://t.co/vddEXU2h7z	0.0
2475063375	7.291605454133043e+17	"@adelaidnkane ""cousin"" ""h&amp;h"" ""(((congrats on your face)))"" iM OFFICIALLY DEAD"	0.0
2475063375	7.291606246898401e+17	"RT @adelaidnkane: happy birthday b! love you, cousin. 💙 h&amp;h.
ps: (((congrats on your face))) &amp; thanks for always being so nice. https://t.c…"	0.0
2186612471	7.426456443393802e+17	@Anna_sim0ne ((((it's about me))))	0.0
2186612471	7.426503452733645e+17	@Anna_sim0ne ((((((((also what is this tweet about its intriguing?!)))))))))	0.0
454412523	7.323725343105024e+17	@BruhhBreezy (((p.s. she's wearing nude pants)))	0.0
153105742	7.869405706650337e+17	(((Dewan pengawas admin))) https://t.co/83FbYauLgP	0.0
153105742	8.084891425227694e+17	(((Pemecah ombak))) https://t.co/FxM8c2VNI7	0.0
712766409982365696	7.312190298100244e+17	RT @tlynnmartinez: guess who won again (((us))) https://t.co/iSGvQWq2LZ	0.0
3054191304	7.36345018340778e+17	RT @kittyhawk77: @chriscolfer my little book hugger wanted to say Happy Birthday Chris! 🎂😀❤ (((Chris))) #Hugs4Chris https://t.co/gSSMKU4l51	0.0
3054191304	7.363372461990257e+17	RT @CCHugger: @chriscolfer Happy birthday! 🎂🎁🎈🎉💙 (((((((Chris))))))) #Hugs4Chris https://t.co/0zftHZiy0N	0.0
740943093789302784	7.443703144616182e+17	@fackinpeter delusional. all (((media))) against Trump. no surprise their polls are unfavorable. So why exactly are YOU against?	1.0
740943093789302784	7.443858086106644e+17	@MJsee3parole @trumpoleon #AltRight Devide And Conquer. It's (((their))) specialty!	1.0
2957427955	7.761319940989501e+17	@RedPillSlayer @loopepe @dualkoondog The image. Pornography IS jewish. So if someone is mimicing (((them))) how is that good?	1.0
2957427955	7.403572560390267e+17	The Anti-Christ for Dummies, written for Christians who obviously do not read what Jesus said about (((Jews))) https://t.co/2WTdOM6cSu	1.0
60692205	7.46217223346262e+17	((((((((((((one of the best songs ever created))))))))))) https://t.co/3UXXuoDCHV	0.0
60692205	7.465147933103555e+17	((((((i love how my family decides to go on our first real vacation but books it for Christmas so I get to spend it here all alone lmao)))))	0.0
919599236	7.547434592153559e+17	@BET @marclamonthill @samwhiteout why did a black man sell BET to a (((jewish))) man?	1.0
919599236	7.391707512662303e+17	Odd all these guys pop up from obscurity((( @ComicDaveSmith )))((( @nero ))) ((( @RubinReport ))) ((( @Cernovich ))) https://t.co/cL3DvsvvIV	1.0
730772376124833792	7.726116196585636e+17	.@Bidenshairplugz @thehill (((every God damn time...)))	1.0
730772376124833792	7.838034167871037e+17	RT @thug_livez: Gotta wonder what (((they))) are afraid of. #FreeRicky https://t.co/K2tphpHkmO	1.0
3306509509	7.421161116767724e+17	"@SarahKSilverman 
&gt;All serial killers are White guys
You're fulfilling the stereotype of (((defamer))) of Whites. https://t.co/xym7EF4oin"	1.0
3306509509	7.571976890542981e+17	RT @ThaRightStuff: 9. Ironically with that one tweet @wikileaks may have exposed more about the (((establishment))) than with all the docum…	1.0
56327070	7.414544983258767e+17	Neo-Nazis tag (((Jews))) on Twitter as hate speech, politics collide - CBS News https://t.co/jIFFhU00BQ	1.0
56327070	7.41421011564798e+17	Neo-Nazis tag (((Jews))) on Twitter as hate speech, politics collide - CBS News https://t.co/uhl8qnzSQI	1.0
4416754535	7.330863799413391e+17	"Michelle Thoma Carrancejie likes your comment: "" sorry for your loss (((HUGS)))"".: Michelle Thoma Carranceji... https://t.co/oZYxIHnHf8"	0.0
4416754535	7.137698430533018e+17	"Marti Alboniga Davault likes your comment: ""(((HUGS)))  you!!!"": Marti Alboniga Davault likes your comment: ""... https://t.co/G8HJ1UcxqX"	0.0
276378122	7.455457235847455e+17	RT @barnescepter: @buckftbarnes 😘😘😘😘 (((also nIALL OMG)))	0.0
276378122	7.626599457287045e+17	AND MARGOT ROBBIE GIVING ME A BONER ((((lol what boner))))	0.0
20140814	3.688256595077407e+17	@julsey_wulsey oh that's crap! Two doors down from me has teenagers in the garden with music but I can't hear them in my lounge (((hugs))) x	0.0
20140814	5.585200968478515e+17	@lillias4 oh 😔 I'm sorry to hear that (((hugs)))	0.0
2649297649	8.013591939031368e+17	"Kate ,  Blondes - R - Us @Blonds_R_US

.......(((((((( . @illuminati_00 . )))))))))

--------------------&gt; France
https://t.co/7d7Ch43flQ"	0.0
2649297649	8.108640272449905e+17	--------------&gt; #merry Christmas from ((((((((( @illuminati_00 ))))))))) https://t.co/xS9Yr6buTI	0.0
702702589435994114	7.44581073254785e+17	"RT @DrDavidDuke: (((They))) just can't help themselves, (((their))) hatred for Christianity knows no bounds. 

#MakeAmericaGreatAgain https…"	1.0
702702589435994114	7.689384865356431e+17	"RT @DrDavidDuke: (((New America))) unleashed during #HillarysAltRightSpeech today. 

#AltRight #AltRightMeans #cuckservatives #MAGA https:/…"	1.0
2594410082	7.613709572272292e+17	((((spit gets emotional even tho it was only 6 days))))))	0.0
2594410082	7.486228481392886e+17	me at da beach ((((stinky ipad app doodle)))) https://t.co/GA9ia77SJn	0.0
3321091358	7.300102062189445e+17	@graveyard_chick ((((；ﾟДﾟ))))))) how do you write that small??!?	0.0
3321091358	7.300698584534753e+17	@graveyard_chick ((((；ﾟДﾟ)))))))	0.0
366259953	8.103007501820969e+17	@JohnRiversX4 @BasedMAGA Sadly Grandpa fought his fellow Whites so (((bankers))) could ruin White civilization and cry victim all the way.	1.0
366259953	7.768241185787044e+17	@SpectreForever Do you expect (((parasites))) to say thank you for those who saved them from the ovens? They just want their next meal.	1.0
376979456	7.41707821939458e+17	RT @jk_rowling: Those people shame their cause and the country they claim to care about. For what it's worth, have a (((((hug))))) https://…	0.0
872541607	7.395929157569618e+17	I don't know what (((( username )))) means	2.0
1164487807	7.425041332535501e+17	RT @Halberstram_FTN: Never change, (((Bill))). https://t.co/3sFmp6ULVc	1.0
1164487807	7.318613411918561e+17	(((2%))) https://t.co/7WxQU0xWX0	1.0
2750262573	8.10170297366102e+17	"@Blonds_R_US --------------&gt; OfCourse
.
((((((((( .@illuminati_00 . )))))))))
.
------------- Built the Moon
.
https://t.co/Z0rwa4YdKz"	0.0
2750262573	8.109577768601723e+17	"...... Niggas fo Sale @Niggas_4_Sale

.........((((((((( @illuminati_00 ))))))))

-------------------&gt; Detroit
.
https://t.co/GiFSnrAWzb"	0.0
3318082477	7.282312296912077e+17	It's a nine now (((not a 6ixxx)))	0.0
1562732749	8.062654594274714e+17	DT (((Ana Gomes, MEP))): RT DavidKenner: .IISS News received $30 million+ from Bahraini royals, ... https://t.co/fGIiYogjOh	0.0
1562732749	8.04788917283287e+17	DT (((Ana Gomes, MEP))): RT Robert Hårdh: Civil Rights Defenders – Belarus Executes Three People in ... https://t.co/i0Jcvv4dQB	0.0
698725773939593216	7.424661774656512e+17	@AlanColmes You're missing something (((Colmes)))	1.0
698725773939593216	7.398026394628506e+17	@nytimes (((Rutenberg)))	1.0
203899834	5.377299401126912e+17	My gee! Dropping his album next month. ((((Richandfamous)))) cc @praiz8 http://t.co/PR2IUnMp4o	0.0
203899834	6.924458560044564e+17	((((EZEGE)))) by @phynofino (Nigeria) - https://t.co/4CM4OQSIJY cc @ToolzO	0.0
295207871	7.325391237900124e+17	WANT GOLDEN KITTY IMMORTAL ((((；ﾟДﾟ))))))) https://t.co/iHeN7gN4kK	0.0
2728766298	7.709631044611564e+17	@Jerusalem_Post Holocaust; 'a thing wholly burnt'. (((They))) even mock the definition. #holohoax	1.0
2728766298	8.078772543405752e+17	@RJKonrad @Dwalingen 'Winnaars' WOII: (((grootbanken + 'socialisten')))&gt;&gt; #EU. Populisme=wat goed is voor het volk. Fascisme=samen 1. https://t.co/Te4BclRbiF	1.0
1416253406	7.12175365460992e+17	@BBC6Breakfast I feel Shaun needs a hug this morning (((hug)))	0.0
1416253406	7.528816593730519e+17	@OOK_Librarian ((( hug)))	0.0
543570524	7.471939548320891e+17	"RT @honestkpopstan: maybe they haven't heard to SJ's song ""super man"" when they say in the end ((( SUPER JUNIOR THE LAST MAN STANDING))) ht…"	0.0
2343014449	8.108259316148756e+17	"...... Niggas fo Sale @Niggas_4_Sale

........((((((((( @illuminati_00 ))))))))

------------------&gt; Detroit
.
https://t.co/omA4gPzxjd"	0.0
2343014449	8.038500790692413e+17	"Chief of Pussy Police @Pussy_Police_00

.......((((((((( @illuminati_00 )))))))))

---------------- Pussy Police

https://t.co/Xd8RlXxq60"	0.0
2770628153	7.797986838649938e+17	"dear head, shut up!! (((eu to te implorando)))
I can't listen no more"	0.0
325907555	7.479284112727081e+17	RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
2423671796	7.889917706673275e+17	#Brooklyn #Jobs For 1 mounth____ Hotel Night Auditor / Night Cashier Needed ~~~~~~ $23 hr (((( no exp)))): He... https://t.co/NPCIdSoyoR	0.0
2423671796	7.921712584188273e+17	#Brooklyn #Jobs (((NO EXP_)))Mover Helper Needed Tomorrow*****$605/day: There are no appliances or any other ... https://t.co/e6aPmkatZX	0.0
294201743	7.385681799082598e+17	Maybe I'll take like an hour snooze and then wake up (((cue the laughter)))	0.0
246176887	8.072248674980086e+17	Maaciw😘😘😘 ((((UBIN MUSHOLLAH)))) yadeh boleh🕌 https://t.co/Va4YgELbNo	0.0
246176887	6.960151534525604e+17	(((( is a bisul pecah ))) 😂😂😂😂😂😂😂😂  https://t.co/a5NBoweY3G	0.0
2795020419	8.062167070732493e+17	@brahakyeon 👌🏾👌🏾🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥I AM O N IT (th scnd finals r over but u get me omg)(((his Thighs..)))))	0.0
490187215	7.202369591724073e+17	"home feels like hell 

(((mainit kasi)))"	0.0
490187215	7.626570048631808e+17	":----( i made myself sad 

(((jk I'm always sad))) https://t.co/mJ9JWWI2Zr"	0.0
239946976	7.395403733500355e+17	On Twitter, what does the ((( ))) around peoples' names mean?	2.0
84044102	5.765439379569664e+17	"RT @annesoducro: RT""@farenizzi: Brand new machine tmrw nite LOUD at BlueBeat #Mobay"" (((((((LOUD)))))))"	0.0
84044102	6.723993260652339e+17	RT @annesoducro: @CPboomlove @farenizzi #NP ARABEST BY @DaRealsebastian on @hot102fm  (((((LOUD)))))	0.0
330195429	8.077381738370335e+17	"..........(((((((( . @illuminati_00 . ))))))))

----------------------- Beirut

----------------&gt; @Leyla_Hayhek
.
https://t.co/6UXxNAnNrZ"	0.0
330195429	8.082063947887043e+17	".... Kate, Blondes R Us @Blonds_R_US

.........((((((((( @illuminati_00 )))))))))

--------------------&gt; France
.
https://t.co/4Fm3QgISli"	0.0
562555956	7.182991325999309e+17	"(((Must Read &amp; Share)))

Every person we call a friend or we fall in love with was once a stranger to us but just... https://t.co/CFtXrxBp3S"	0.0
562555956	7.401412202953646e+17	"(((From my archives - Old but gold)))

The problem with guys is they don't know what they have. They eventually... https://t.co/02Km0g3y1h"	0.0
3232944321	7.966837242555351e+17	@ramzpaul @AssyrianThief @yungjeune ((((((fellow white women))))))	0.0
3232944321	7.514482673014784e+17	@ThisIsGorman @yungjeune ((((((Gorman))))))	0.0
2243867573	7.397494471067607e+17	"Nothing like a punctuated uprising. (((And cheers to all those non-Jews donning triple parentheses)))
https://t.co/4RPcMexrt5"	0.0
38047165	2.8917097897252045e+17	andrew and I order out so much we had to make a pact to make dinner ourselves for a whole month ((((((after domino's tonight obv)))))))	0.0
38047165	7.428512438282076e+17	(((((((((listens to One Headlight to pre-game)))))))))	0.0
2677327163	7.044187164365701e+17	RT @nlivingstonnn: 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃:)))))))))))((((((((((((((((((((((: 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂:)	0.0
2677327163	6.925474465813627e+17	((((counted up to 4))))	0.0
2278026355	7.910896075090944e+17	@jamesjoohyunlee @moonchul #EXSY (￣▽⊂) Have a GoOd DaY/NiGhT aNd TaKe CaRe! (＾＿－人) @royalpirates FIGHTING!!! ♪(((≧▽≦)八(≧▽≦)八(≧▽≦)))♪	0.0
2278026355	7.78950814043734e+17	@IAM_ENIK (つ∇⌒) Have a GoOd DaY/NiGhT aNd TaKe CaRe! (ゝヮ゜人) FIGHTING!!! (((￣(￣(￣(￣ー￣)￣)￣)￣)))フ	0.0
87392348	7.2248793225105e+17	when ur hips are 36 inchs and ur waist is 29 inchs, it makes it hard to find clothes that fit ((((also my hips make me look fat)))	0.0
4046915963	7.637365993183969e+17	@haaije69 ((( )))	1.0
4046915963	7.785593825776148e+17	@PrinsesChrissie Als je Joods bent hoor je ((( ))) naast je naam te hebben, niet met die hartjes en davidsterren haha.	1.0
2371676476	7.304737887275459e+17	cuál compraríais, sed sinceros (((no)))	0.0
2371676476	7.381327944386519e+17	WHY WHY WHY WHY (((if i dont answer, im not ignoring))) https://t.co/zGuxK4Z381	0.0
737666931126337536	7.380605852758876e+17	//I WANNA DO A DRAW PILE WITH PEOPLE BUT I DON'T HAVE MY LAPTOP (((ANGRY YELLING)))	0.0
207513551	7.444142344113152e+17	RT @BirdsThoCo: @BirdsThoCo (((I'M SCHLEEP))) https://t.co/zIeGVkIa1h	0.0
75485100	8.069933933225738e+17	#meetwomen #free #sexdating NO LIMIT VISit special ((( 100 )))… https://t.co/6RvfX3eeLB https://t.co/P6XgcZ7R8v https://t.co/mDkk8Rf32h #sex	0.0
2807702088	7.478049393557545e+17	@ko_ccyan (((she prolly doesn't know)))	0.0
3292145296	7.512184912276398e+17	@LaurenWaksman hey (((Sheriff Lauren))) its rat	1.0
3292145296	7.678935112533484e+17	(((Christa))) Cong ❤️ https://t.co/OXu83QFcH8	1.0
2944268672	7.325876417706271e+17	@CPettle @ceciliamatranga @vero_13_05 @bucuriemare @marga19641964 🌺🌻🙏💖💜😎 Love n (((hugs))) https://t.co/wQ8SfTi5U5	0.0
2944268672	7.247817365974508e+17	@MIYUKI34422129 Big (((hugs))) to YOU Miyuki, Ty !! 💜👍👌💖😎☀ https://t.co/nb3M1ifxd0	0.0
51698677	7.325982550795264e+17	RT @aimeetoons: A very happy birthday 2 the one and only @JanetJackson ((((JJ)))) MYM! #Janet50 #InductJanet https://t.co/eZ3Wm3kDV2	0.0
439321005	7.420270797560545e+17	My throat hurts 😔 cant even sing ((((ceyyyyh)))) and its hard for me to speak 😔	0.0
2853741102	7.398596660337705e+17	Someone is PAYING these #thugs to be anti #American terrorists - ((((( SOROS )))) - #MAGA #SanJose #Trump  https://t.co/UpYkRQUIkM	1.0
2853741102	8.049268572588032e+17	@TheRealPolina @intlspectator - Agreed !  (((( Gringo )))) #WeThoughtTheyWereWhite	1.0
82971065	7.160630890247004e+17	RT @gerardway: ((((((((((calm vibes))))))))))	0.0
